inst#,actual,predicted,error,prediction
1,2:FALSE,2:FALSE,,1
2,2:FALSE,1:TRUE,+,0.77
3,1:TRUE,1:TRUE,,0.97
4,1:TRUE,1:TRUE,,1
5,1:TRUE,1:TRUE,,0.76
6,2:FALSE,2:FALSE,,1
7,1:TRUE,1:TRUE,,0.95
8,2:FALSE,2:FALSE,,1
9,2:FALSE,2:FALSE,,1
10,2:FALSE,2:FALSE,,1
11,2:FALSE,2:FALSE,,1
12,1:TRUE,1:TRUE,,0.98
13,2:FALSE,2:FALSE,,0.99
14,2:FALSE,2:FALSE,,0.99
15,1:TRUE,1:TRUE,,0.86
16,2:FALSE,2:FALSE,,0.99
17,2:FALSE,1:TRUE,+,0.82
18,1:TRUE,1:TRUE,,0.66
19,2:FALSE,1:TRUE,+,0.76
20,2:FALSE,2:FALSE,,1
21,1:TRUE,1:TRUE,,0.75
22,2:FALSE,2:FALSE,,1
23,2:FALSE,2:FALSE,,1
24,2:FALSE,1:TRUE,+,0.69
25,2:FALSE,1:TRUE,+,0.76
26,1:TRUE,1:TRUE,,0.65
27,2:FALSE,1:TRUE,+,0.87
28,1:TRUE,1:TRUE,,0.94
29,2:FALSE,2:FALSE,,0.86
30,2:FALSE,1:TRUE,+,0.54
31,1:TRUE,1:TRUE,,0.51
32,2:FALSE,1:TRUE,+,0.77
33,2:FALSE,2:FALSE,,0.88
34,1:TRUE,2:FALSE,+,0.77
35,1:TRUE,1:TRUE,,0.74
36,1:TRUE,1:TRUE,,1
37,2:FALSE,1:TRUE,+,0.77
38,2:FALSE,2:FALSE,,0.86
39,1:TRUE,1:TRUE,,0.64
40,1:TRUE,1:TRUE,,0.81
41,1:TRUE,1:TRUE,,0.68
42,2:FALSE,1:TRUE,+,0.71
43,2:FALSE,1:TRUE,+,0.53
44,2:FALSE,1:TRUE,+,0.51
45,1:TRUE,1:TRUE,,0.96
46,2:FALSE,1:TRUE,+,0.75
47,2:FALSE,1:TRUE,+,0.75
48,2:FALSE,1:TRUE,+,0.68
49,1:TRUE,1:TRUE,,0.9
50,2:FALSE,1:TRUE,+,0.6
51,1:TRUE,1:TRUE,,0.77
52,2:FALSE,1:TRUE,+,0.53
53,1:TRUE,1:TRUE,,0.88
54,2:FALSE,1:TRUE,+,0.52
55,1:TRUE,1:TRUE,,0.95
56,2:FALSE,1:TRUE,+,0.89
57,1:TRUE,1:TRUE,,0.74
58,1:TRUE,1:TRUE,,0.93
59,1:TRUE,1:TRUE,,0.94
60,2:FALSE,1:TRUE,+,0.63
61,1:TRUE,1:TRUE,,0.98
62,2:FALSE,1:TRUE,+,0.57
63,2:FALSE,1:TRUE,+,0.63
64,2:FALSE,1:TRUE,+,0.74
65,2:FALSE,1:TRUE,+,0.52
66,1:TRUE,1:TRUE,,0.86
67,1:TRUE,1:TRUE,,0.79
68,1:TRUE,1:TRUE,,0.93
69,1:TRUE,1:TRUE,,0.83
70,1:TRUE,1:TRUE,,0.7
71,1:TRUE,1:TRUE,,0.79
72,1:TRUE,1:TRUE,,0.93
73,1:TRUE,2:FALSE,+,0.58
74,2:FALSE,1:TRUE,+,0.96
75,1:TRUE,1:TRUE,,0.97
76,2:FALSE,2:FALSE,,0.69
77,1:TRUE,1:TRUE,,0.85
78,2:FALSE,1:TRUE,+,0.51
79,1:TRUE,2:FALSE,+,0.65
80,1:TRUE,1:TRUE,,0.94
81,1:TRUE,1:TRUE,,0.96
82,2:FALSE,2:FALSE,,0.79
83,1:TRUE,1:TRUE,,0.88
84,2:FALSE,1:TRUE,+,0.79
85,2:FALSE,1:TRUE,+,0.81
86,1:TRUE,1:TRUE,,0.86
