inst#,actual,predicted,error,prediction
1,2:FALSE,2:FALSE,,1
2,2:FALSE,2:FALSE,,0.997
3,2:FALSE,2:FALSE,,1
4,2:FALSE,2:FALSE,,1
5,2:FALSE,2:FALSE,,0.999
6,2:FALSE,2:FALSE,,1
7,2:FALSE,2:FALSE,,0.996
8,2:FALSE,2:FALSE,,1
9,2:FALSE,2:FALSE,,0.997
10,2:FALSE,2:FALSE,,1
11,1:TRUE,1:TRUE,,0.88
12,1:TRUE,1:TRUE,,0.9
13,1:TRUE,1:TRUE,,0.93
14,1:TRUE,1:TRUE,,0.72
15,1:TRUE,1:TRUE,,0.96
16,1:TRUE,1:TRUE,,0.71
17,1:TRUE,1:TRUE,,0.99
18,1:TRUE,1:TRUE,,0.77
19,2:FALSE,1:TRUE,+,0.84
20,1:TRUE,1:TRUE,,0.87
21,2:FALSE,1:TRUE,+,0.89
22,1:TRUE,1:TRUE,,0.88
23,2:FALSE,1:TRUE,+,0.55
24,1:TRUE,1:TRUE,,0.94
25,1:TRUE,1:TRUE,,0.79
26,2:FALSE,1:TRUE,+,0.8
27,1:TRUE,1:TRUE,,0.74
28,1:TRUE,1:TRUE,,0.79
29,2:FALSE,2:FALSE,,0.58
30,1:TRUE,2:FALSE,+,0.73
31,1:TRUE,1:TRUE,,0.74
32,2:FALSE,2:FALSE,,0.91
33,1:TRUE,1:TRUE,,0.88
34,2:FALSE,2:FALSE,,1
35,2:FALSE,2:FALSE,,1
36,2:FALSE,2:FALSE,,1
37,2:FALSE,2:FALSE,,1
38,2:FALSE,2:FALSE,,0.99
39,1:TRUE,2:FALSE,+,0.58
40,2:FALSE,2:FALSE,,0.79
41,2:FALSE,1:TRUE,+,0.59
42,2:FALSE,1:TRUE,+,0.75
43,1:TRUE,2:FALSE,+,0.55
44,2:FALSE,2:FALSE,,0.76
45,2:FALSE,2:FALSE,,0.87
46,2:FALSE,2:FALSE,,0.56
47,1:TRUE,1:TRUE,,0.71
48,1:TRUE,1:TRUE,,0.59
49,1:TRUE,2:FALSE,+,0.54
50,2:FALSE,1:TRUE,+,0.64
51,2:FALSE,2:FALSE,,0.89
52,2:FALSE,2:FALSE,,0.98
53,2:FALSE,2:FALSE,,1
54,2:FALSE,2:FALSE,,0.8
55,1:TRUE,1:TRUE,,0.7
56,1:TRUE,1:TRUE,,0.95
57,2:FALSE,1:TRUE,+,0.79
58,1:TRUE,1:TRUE,,0.61
59,1:TRUE,1:TRUE,,0.57
60,2:FALSE,2:FALSE,,0.9
61,2:FALSE,2:FALSE,,0.83
62,1:TRUE,2:FALSE,+,0.51
63,2:FALSE,2:FALSE,,0.99
64,1:TRUE,1:TRUE,,0.95
65,1:TRUE,2:FALSE,+,0.65
66,1:TRUE,1:TRUE,,1
67,1:TRUE,1:TRUE,,0.57
68,2:FALSE,2:FALSE,,0.997
69,1:TRUE,1:TRUE,,0.63
70,1:TRUE,2:FALSE,+,0.56
71,2:FALSE,2:FALSE,,1
72,1:TRUE,1:TRUE,,0.8
73,2:FALSE,2:FALSE,,0.93
74,1:TRUE,1:TRUE,,0.77
75,2:FALSE,2:FALSE,,0.51
76,2:FALSE,1:TRUE,+,0.55
77,2:FALSE,2:FALSE,,0.72
78,1:TRUE,1:TRUE,,0.82
79,1:TRUE,2:FALSE,+,0.81
80,1:TRUE,1:TRUE,,0.65
81,1:TRUE,2:FALSE,+,0.89
82,2:FALSE,1:TRUE,+,0.83
83,1:TRUE,1:TRUE,,0.82
84,2:FALSE,2:FALSE,,0.93
85,2:FALSE,2:FALSE,,0.77
86,2:FALSE,1:TRUE,+,0.68
87,2:FALSE,1:TRUE,+,0.55
88,1:TRUE,1:TRUE,,0.8
89,2:FALSE,2:FALSE,,0.65
90,2:FALSE,2:FALSE,,0.7
91,2:FALSE,2:FALSE,,0.61
92,2:FALSE,2:FALSE,,1
93,2:FALSE,1:TRUE,+,0.65
94,2:FALSE,2:FALSE,,1
95,2:FALSE,2:FALSE,,1
96,2:FALSE,2:FALSE,,1
97,2:FALSE,2:FALSE,,1
98,1:TRUE,1:TRUE,,0.89
