inst#,actual,predicted,error,prediction
1,1:TRUE,1:TRUE,,0.73
2,1:TRUE,1:TRUE,,1
3,1:TRUE,1:TRUE,,0.68
4,1:TRUE,2:FALSE,+,0.75
5,2:FALSE,1:TRUE,+,0.66
6,1:TRUE,1:TRUE,,0.52
7,1:TRUE,1:TRUE,,0.98
8,1:TRUE,1:TRUE,,0.68
9,2:FALSE,2:FALSE,,0.83
10,2:FALSE,1:TRUE,+,0.62
11,2:FALSE,1:TRUE,+,0.6
12,1:TRUE,1:TRUE,,0.99
13,2:FALSE,1:TRUE,+,0.64
14,2:FALSE,2:FALSE,,0.62
15,1:TRUE,1:TRUE,,0.81
16,2:FALSE,1:TRUE,+,0.61
17,2:FALSE,2:FALSE,,0.64
18,1:TRUE,1:TRUE,,0.54
19,1:TRUE,1:TRUE,,0.84
20,1:TRUE,1:TRUE,,0.63
21,2:FALSE,2:FALSE,,0.75
22,2:FALSE,2:FALSE,,0.81
23,2:FALSE,2:FALSE,,1
24,2:FALSE,2:FALSE,,0.92
25,1:TRUE,1:TRUE,,0.83
26,1:TRUE,1:TRUE,,0.69
27,1:TRUE,2:FALSE,+,0.85
28,1:TRUE,1:TRUE,,0.61
29,2:FALSE,2:FALSE,,0.88
30,1:TRUE,1:TRUE,,0.94
31,2:FALSE,1:TRUE,+,0.6
32,1:TRUE,1:TRUE,,0.93
33,1:TRUE,1:TRUE,,0.96
34,2:FALSE,1:TRUE,+,0.52
35,1:TRUE,1:TRUE,,0.93
36,2:FALSE,2:FALSE,,0.98
37,1:TRUE,1:TRUE,,0.95
38,1:TRUE,1:TRUE,,0.98
39,1:TRUE,1:TRUE,,0.9
40,2:FALSE,2:FALSE,,0.64
41,2:FALSE,2:FALSE,,0.57
42,1:TRUE,2:FALSE,+,0.67
43,1:TRUE,1:TRUE,,0.89
44,1:TRUE,2:FALSE,+,0.6
45,1:TRUE,1:TRUE,,0.98
46,1:TRUE,1:TRUE,,0.78
47,1:TRUE,1:TRUE,,0.96
48,2:FALSE,2:FALSE,,0.74
49,1:TRUE,1:TRUE,,0.53
50,2:FALSE,2:FALSE,,1
51,1:TRUE,1:TRUE,,0.96
