inst#,actual,predicted,error,prediction
1,2:FALSE,2:FALSE,,1
2,1:TRUE,2:FALSE,+,0.77
3,2:FALSE,2:FALSE,,0.999
4,2:FALSE,2:FALSE,,0.996
5,2:FALSE,2:FALSE,,1
6,2:FALSE,2:FALSE,,1
7,2:FALSE,2:FALSE,,0.979
8,2:FALSE,2:FALSE,,1
9,2:FALSE,2:FALSE,,0.991
10,2:FALSE,2:FALSE,,0.75
11,1:TRUE,1:TRUE,,0.63
12,2:FALSE,2:FALSE,,0.78
13,1:TRUE,1:TRUE,,0.96
14,1:TRUE,1:TRUE,,0.69
15,2:FALSE,2:FALSE,,0.85
16,2:FALSE,2:FALSE,,0.62
17,1:TRUE,1:TRUE,,0.66
18,2:FALSE,1:TRUE,+,0.78
19,2:FALSE,2:FALSE,,0.74
20,2:FALSE,2:FALSE,,0.64
21,2:FALSE,2:FALSE,,0.92
22,2:FALSE,2:FALSE,,0.64
23,2:FALSE,2:FALSE,,0.84
24,1:TRUE,1:TRUE,,0.94
25,1:TRUE,1:TRUE,,0.92
26,1:TRUE,1:TRUE,,0.81
27,2:FALSE,2:FALSE,,0.97
28,2:FALSE,2:FALSE,,0.85
29,1:TRUE,2:FALSE,+,0.62
30,1:TRUE,1:TRUE,,0.66
31,1:TRUE,1:TRUE,,0.94
32,2:FALSE,2:FALSE,,0.61
33,1:TRUE,1:TRUE,,0.86
34,2:FALSE,2:FALSE,,0.56
35,2:FALSE,2:FALSE,,0.82
36,2:FALSE,2:FALSE,,0.7
37,1:TRUE,1:TRUE,,0.85
38,1:TRUE,1:TRUE,,0.74
39,1:TRUE,1:TRUE,,0.88
40,1:TRUE,1:TRUE,,0.6
41,1:TRUE,1:TRUE,,0.88
42,2:FALSE,1:TRUE,+,0.52
43,1:TRUE,1:TRUE,,0.93
44,1:TRUE,1:TRUE,,0.72
45,1:TRUE,2:FALSE,+,0.6
46,2:FALSE,2:FALSE,,0.78
47,1:TRUE,2:FALSE,+,0.82
48,1:TRUE,1:TRUE,,0.56
49,1:TRUE,1:TRUE,,0.86
50,2:FALSE,2:FALSE,,0.88
51,1:TRUE,1:TRUE,,0.56
52,1:TRUE,2:FALSE,+,0.88
53,2:FALSE,1:TRUE,+,0.69
54,2:FALSE,2:FALSE,,1
55,2:FALSE,2:FALSE,,1
56,2:FALSE,2:FALSE,,1
