inst#,actual,predicted,error,prediction
1,2:FALSE,2:FALSE,,0.988
2,2:FALSE,1:TRUE,+,0.86
3,1:TRUE,1:TRUE,,0.99
4,1:TRUE,1:TRUE,,0.98
5,1:TRUE,1:TRUE,,0.91
6,2:FALSE,2:FALSE,,1
7,1:TRUE,1:TRUE,,0.96
8,2:FALSE,2:FALSE,,1
9,2:FALSE,2:FALSE,,1
10,2:FALSE,2:FALSE,,0.99
11,2:FALSE,2:FALSE,,1
12,1:TRUE,1:TRUE,,0.93
13,2:FALSE,2:FALSE,,0.99
14,2:FALSE,2:FALSE,,0.99
15,1:TRUE,1:TRUE,,0.92
16,2:FALSE,2:FALSE,,0.99
17,2:FALSE,1:TRUE,+,0.9
18,1:TRUE,1:TRUE,,0.83
19,2:FALSE,1:TRUE,+,0.89
20,2:FALSE,2:FALSE,,0.994
21,1:TRUE,1:TRUE,,0.74
22,2:FALSE,2:FALSE,,1
23,2:FALSE,2:FALSE,,1
24,2:FALSE,1:TRUE,+,0.73
25,2:FALSE,1:TRUE,+,0.78
26,1:TRUE,1:TRUE,,0.83
27,2:FALSE,1:TRUE,+,0.84
28,1:TRUE,1:TRUE,,0.95
29,2:FALSE,2:FALSE,,0.75
30,2:FALSE,1:TRUE,+,0.61
31,1:TRUE,1:TRUE,,0.71
32,2:FALSE,1:TRUE,+,0.81
33,2:FALSE,2:FALSE,,0.8
34,1:TRUE,2:FALSE,+,0.71
35,1:TRUE,1:TRUE,,0.94
36,1:TRUE,1:TRUE,,1
37,2:FALSE,1:TRUE,+,0.84
38,2:FALSE,2:FALSE,,0.77
39,1:TRUE,1:TRUE,,0.77
40,1:TRUE,1:TRUE,,0.91
41,1:TRUE,1:TRUE,,0.75
42,2:FALSE,1:TRUE,+,0.74
43,2:FALSE,1:TRUE,+,0.85
44,2:FALSE,1:TRUE,+,0.86
45,1:TRUE,1:TRUE,,0.98
46,2:FALSE,1:TRUE,+,0.92
47,2:FALSE,1:TRUE,+,0.87
48,2:FALSE,1:TRUE,+,0.82
49,1:TRUE,1:TRUE,,0.95
50,2:FALSE,1:TRUE,+,0.73
51,1:TRUE,1:TRUE,,0.9
52,2:FALSE,1:TRUE,+,0.77
53,1:TRUE,1:TRUE,,0.95
54,2:FALSE,1:TRUE,+,0.84
55,1:TRUE,1:TRUE,,0.99
56,2:FALSE,1:TRUE,+,0.99
57,1:TRUE,1:TRUE,,0.9
58,1:TRUE,1:TRUE,,0.94
59,1:TRUE,1:TRUE,,0.96
60,2:FALSE,1:TRUE,+,0.79
61,1:TRUE,1:TRUE,,0.99
62,2:FALSE,1:TRUE,+,0.86
63,2:FALSE,1:TRUE,+,0.76
64,2:FALSE,1:TRUE,+,0.76
65,2:FALSE,1:TRUE,+,0.7
66,1:TRUE,1:TRUE,,0.98
67,1:TRUE,1:TRUE,,0.96
68,1:TRUE,1:TRUE,,0.96
69,1:TRUE,1:TRUE,,0.95
70,1:TRUE,1:TRUE,,0.97
71,1:TRUE,1:TRUE,,0.94
72,1:TRUE,1:TRUE,,0.87
73,1:TRUE,1:TRUE,,0.61
74,2:FALSE,1:TRUE,+,0.93
75,1:TRUE,1:TRUE,,1
76,2:FALSE,1:TRUE,+,0.54
77,1:TRUE,1:TRUE,,0.98
78,2:FALSE,1:TRUE,+,0.76
79,1:TRUE,2:FALSE,+,0.51
80,1:TRUE,1:TRUE,,0.96
81,1:TRUE,1:TRUE,,0.93
82,2:FALSE,2:FALSE,,0.69
83,1:TRUE,1:TRUE,,0.97
84,2:FALSE,1:TRUE,+,0.82
85,2:FALSE,1:TRUE,+,0.81
86,1:TRUE,1:TRUE,,0.92
87,1:TRUE,1:TRUE,,0.89
88,1:TRUE,1:TRUE,,0.89
89,1:TRUE,1:TRUE,,0.55
90,1:TRUE,1:TRUE,,0.68
91,2:FALSE,1:TRUE,+,0.83
92,2:FALSE,1:TRUE,+,0.9
93,1:TRUE,1:TRUE,,0.67
94,1:TRUE,1:TRUE,,0.67
95,1:TRUE,1:TRUE,,0.73
96,2:FALSE,1:TRUE,+,0.95
