inst#,actual,predicted,error,prediction
1,2:FALSE,2:FALSE,,1
2,2:FALSE,2:FALSE,,1
3,2:FALSE,2:FALSE,,1
4,2:FALSE,2:FALSE,,1
5,2:FALSE,2:FALSE,,1
6,2:FALSE,2:FALSE,,1
7,2:FALSE,2:FALSE,,1
8,2:FALSE,2:FALSE,,1
9,2:FALSE,2:FALSE,,1
10,1:TRUE,1:TRUE,,0.87
11,1:TRUE,1:TRUE,,0.52
12,2:FALSE,2:FALSE,,0.58
13,2:FALSE,1:TRUE,+,0.68
14,2:FALSE,1:TRUE,+,0.5
15,2:FALSE,2:FALSE,,0.56
16,2:FALSE,2:FALSE,,0.71
17,2:FALSE,2:FALSE,,0.94
18,2:FALSE,1:TRUE,+,0.57
19,2:FALSE,2:FALSE,,0.73
20,2:FALSE,1:TRUE,+,0.66
21,2:FALSE,2:FALSE,,1
22,2:FALSE,2:FALSE,,1
23,2:FALSE,2:FALSE,,1
24,2:FALSE,2:FALSE,,0.969
25,2:FALSE,2:FALSE,,1
26,2:FALSE,2:FALSE,,0.99
27,1:TRUE,1:TRUE,,0.6
28,1:TRUE,1:TRUE,,0.84
29,2:FALSE,2:FALSE,,0.76
30,2:FALSE,2:FALSE,,0.69
31,2:FALSE,2:FALSE,,0.68
32,2:FALSE,2:FALSE,,0.78
33,2:FALSE,2:FALSE,,0.53
34,2:FALSE,1:TRUE,+,0.8
35,1:TRUE,1:TRUE,,0.9
36,2:FALSE,2:FALSE,,0.88
37,2:FALSE,2:FALSE,,0.83
38,2:FALSE,2:FALSE,,0.79
39,2:FALSE,2:FALSE,,0.89
40,1:TRUE,2:FALSE,+,0.57
41,1:TRUE,1:TRUE,,1
42,1:TRUE,1:TRUE,,0.85
43,2:FALSE,2:FALSE,,0.89
44,1:TRUE,1:TRUE,,1
45,1:TRUE,1:TRUE,,0.73
46,1:TRUE,1:TRUE,,0.72
47,1:TRUE,1:TRUE,,0.78
48,2:FALSE,2:FALSE,,0.71
49,2:FALSE,2:FALSE,,0.57
50,2:FALSE,2:FALSE,,0.83
51,2:FALSE,1:TRUE,+,0.87
52,2:FALSE,2:FALSE,,0.79
53,2:FALSE,2:FALSE,,0.81
54,2:FALSE,1:TRUE,+,0.72
55,1:TRUE,1:TRUE,,0.79
56,1:TRUE,1:TRUE,,0.73
57,1:TRUE,2:FALSE,+,0.55
58,1:TRUE,2:FALSE,+,0.9
59,2:FALSE,2:FALSE,,0.76
60,2:FALSE,2:FALSE,,0.93
61,2:FALSE,2:FALSE,,0.62
62,2:FALSE,2:FALSE,,0.89
63,2:FALSE,1:TRUE,+,0.58
64,2:FALSE,2:FALSE,,0.54
65,2:FALSE,2:FALSE,,0.87
66,2:FALSE,2:FALSE,,0.82
67,2:FALSE,1:TRUE,+,0.72
68,2:FALSE,2:FALSE,,0.69
69,2:FALSE,1:TRUE,+,0.94
70,2:FALSE,1:TRUE,+,0.52
71,2:FALSE,2:FALSE,,0.94
72,2:FALSE,1:TRUE,+,0.82
73,1:TRUE,2:FALSE,+,0.52
74,2:FALSE,2:FALSE,,0.78
75,2:FALSE,2:FALSE,,0.91
76,1:TRUE,1:TRUE,,0.72
77,2:FALSE,2:FALSE,,0.84
78,2:FALSE,2:FALSE,,0.81
79,1:TRUE,2:FALSE,+,0.9
80,2:FALSE,1:TRUE,+,0.77
81,1:TRUE,1:TRUE,,0.9
82,2:FALSE,2:FALSE,,0.86
83,2:FALSE,2:FALSE,,0.93
84,2:FALSE,2:FALSE,,0.64
85,1:TRUE,1:TRUE,,0.76
86,1:TRUE,1:TRUE,,0.95
87,1:TRUE,2:FALSE,+,0.63
88,1:TRUE,1:TRUE,,0.91
89,1:TRUE,1:TRUE,,0.86
90,1:TRUE,1:TRUE,,0.93
91,2:FALSE,1:TRUE,+,0.65
92,2:FALSE,2:FALSE,,0.58
93,2:FALSE,2:FALSE,,0.52
94,1:TRUE,1:TRUE,,0.66
95,2:FALSE,1:TRUE,+,0.54
96,2:FALSE,2:FALSE,,1
97,2:FALSE,2:FALSE,,1
98,2:FALSE,2:FALSE,,1
99,2:FALSE,2:FALSE,,0.61
100,2:FALSE,2:FALSE,,1
101,2:FALSE,2:FALSE,,1
102,2:FALSE,2:FALSE,,0.99
103,2:FALSE,2:FALSE,,1
104,2:FALSE,2:FALSE,,1
105,2:FALSE,2:FALSE,,1
106,2:FALSE,2:FALSE,,0.99
107,2:FALSE,2:FALSE,,0.99
108,2:FALSE,1:TRUE,+,0.51
109,2:FALSE,2:FALSE,,1
110,1:TRUE,1:TRUE,,0.87
111,1:TRUE,1:TRUE,,0.83
112,1:TRUE,1:TRUE,,0.97
