inst#,actual,predicted,error,prediction
1,1:TRUE,1:TRUE,,0.85
2,1:TRUE,1:TRUE,,0.83
3,1:TRUE,1:TRUE,,0.85
4,1:TRUE,1:TRUE,,0.98
5,1:TRUE,1:TRUE,,0.97
6,1:TRUE,1:TRUE,,0.98
7,1:TRUE,1:TRUE,,0.63
8,2:FALSE,2:FALSE,,0.52
9,1:TRUE,1:TRUE,,0.96
10,2:FALSE,1:TRUE,+,0.68
11,1:TRUE,1:TRUE,,0.76
12,2:FALSE,2:FALSE,,0.57
13,2:FALSE,1:TRUE,+,0.7
14,2:FALSE,2:FALSE,,1
15,2:FALSE,2:FALSE,,0.53
16,2:FALSE,2:FALSE,,1
17,2:FALSE,2:FALSE,,0.79
18,2:FALSE,2:FALSE,,1
19,1:TRUE,1:TRUE,,0.68
20,2:FALSE,2:FALSE,,0.99
21,2:FALSE,2:FALSE,,0.63
22,2:FALSE,2:FALSE,,0.56
23,1:TRUE,1:TRUE,,0.98
24,2:FALSE,2:FALSE,,1
25,2:FALSE,1:TRUE,+,0.96
26,1:TRUE,1:TRUE,,0.88
27,1:TRUE,1:TRUE,,0.87
28,2:FALSE,2:FALSE,,0.99
29,1:TRUE,1:TRUE,,0.69
30,2:FALSE,2:FALSE,,0.99
31,2:FALSE,2:FALSE,,1
32,1:TRUE,1:TRUE,,0.79
33,2:FALSE,2:FALSE,,1
34,2:FALSE,2:FALSE,,1
35,1:TRUE,1:TRUE,,0.92
36,1:TRUE,1:TRUE,,0.81
37,2:FALSE,1:TRUE,+,0.95
38,1:TRUE,2:FALSE,+,0.61
39,2:FALSE,2:FALSE,,1
40,2:FALSE,2:FALSE,,0.81
41,1:TRUE,1:TRUE,,0.62
42,1:TRUE,2:FALSE,+,0.57
43,1:TRUE,2:FALSE,+,0.66
44,2:FALSE,1:TRUE,+,0.57
45,2:FALSE,2:FALSE,,1
46,1:TRUE,1:TRUE,,1
47,2:FALSE,2:FALSE,,0.53
48,2:FALSE,2:FALSE,,0.61
49,1:TRUE,1:TRUE,,0.94
50,1:TRUE,1:TRUE,,0.69
51,2:FALSE,1:TRUE,+,0.87
52,2:FALSE,2:FALSE,,0.79
53,1:TRUE,1:TRUE,,0.86
54,1:TRUE,1:TRUE,,0.59
55,2:FALSE,2:FALSE,,1
56,1:TRUE,1:TRUE,,0.95
57,1:TRUE,1:TRUE,,0.8
58,2:FALSE,1:TRUE,+,0.65
59,2:FALSE,2:FALSE,,1
60,1:TRUE,1:TRUE,,0.98
61,2:FALSE,2:FALSE,,1
62,2:FALSE,2:FALSE,,1
63,2:FALSE,1:TRUE,+,0.9
64,1:TRUE,1:TRUE,,0.96
65,1:TRUE,1:TRUE,,0.88
66,1:TRUE,1:TRUE,,0.61
67,2:FALSE,2:FALSE,,1
68,1:TRUE,1:TRUE,,0.85
69,1:TRUE,1:TRUE,,0.98
70,1:TRUE,1:TRUE,,0.76
71,2:FALSE,2:FALSE,,1
72,2:FALSE,2:FALSE,,0.63
73,1:TRUE,1:TRUE,,0.85
74,2:FALSE,2:FALSE,,1
75,1:TRUE,1:TRUE,,0.95
76,2:FALSE,1:TRUE,+,0.9
77,2:FALSE,2:FALSE,,1
