Requirements,Protection,protection,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,4,3,10,12,0.8333333333333334,0.2727272727272727,0.702558696269989,0.09731981946552204,0.09731981946552204,0.1317681074142456,False
Requirements,Rules,rule,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,2,4,4,12,0.3333333333333333,0.25,0.5370790362358093,0.019455508025321026,0.019455508025321026,0.09856465458869934,False
Requirements,Regulation,regulation,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,6,4,10,12,0.8333333333333334,0.36363636363636365,0.6994355916976929,0.0266881369754073,0.0266881369754073,0.09634781628847122,False
Requirements,Regulations,regulation,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,6,4,10,12,0.8333333333333334,0.36363636363636365,0.6994355916976929,0.0266881369754073,0.0266881369754073,0.06996630132198334,False
Requirements,Standards,standard,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,0,4,8,12,0.6666666666666666,0.09999999999999998,0.7584087252616882,0.014482088862097509,0.014482088862097509,0.04011310264468193,False
Requirements,Code,code,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,2,5,4,12,0.3333333333333333,0.125,0.6489654779434204,0.05237249384247485,0.05237249384247485,0.02361755631864071,False
Requirements,Act,Act,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,10,10,3,12,0.25,0.1333333333333333,0.6007387638092041,0,0,0.023358525708317757,False
Requirements,Standard,standard,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,0,4,8,12,0.6666666666666666,0.09999999999999998,0.7584087252616882,0.014482088862097509,0.014482088862097509,0.020258678123354912,False
Requirements,Management,management,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,[],False,NOUN,PROPN,False,3,1,10,12,0.8333333333333334,0.4545454545454546,0.6189188957214355,0.0680315679336255,0.0680315679336255,0.017892565578222275,False
Requirements,requirements,requirement,SPR : Security and Privacy [MASK] : This section specifies security and privacy related requirements that ensure security of all sensitive data,"['Each functional requirement includes: the purpose of the requirement, a brief description, the origin of the requirement and the priority of the requirement', '-  Requirements-level Access Control Analysis Framework (RACAF) module- This', 'Requirement Definition: The system shall allow multiple subject classifications for each goal', 'Requirements Traceability Matrix: This section graphically displays requirements dependencies', 'Requirement Definition: The system shall support hierarchical structure of dataand its type', 'Requirement Specification: The system shall allow analysts to delete a scenario from the system', 'Requirement Specification: The system shall allow analysts to invoke the ponder policy editor', 'Requirement Specification: The system will allow analysts to enter a new goal into the system as new goals are identified', 'Requirement Specification: The administrator will have the following privileges:', 'Requirement Definition: The system shall support a guest level', 'Requirement Definition: The system shall provide a template to express goals in BNF grammar', 'Requirement Specification: This template will conform to the BNF grammar of allowable structure', 'Requirement Definition: The system shall support a project manager level', 'Requirement Definition: The system shall allow all users to have different access levels to the projects', 'Requirement Definition: The system shall provide a way to capture the mined goalsinformation from the P3P policy into a database corresponding to a P3P privacy policy', 'Requirement Specification: Each user will have different projects to work on as well as different access levels that will allow them certain privileges within the project', 'Requirement Definition: The system shall provide the ability to delete a requirement', 'Requirement Definition: The system shall generate an access log for every add, delete and edit action in the system', 'Requirement Definition: The system shall provide a template for specifying requirements', 'Requirement Specification: The system will provide a mechanism to automate the identification of conflicts between requirements and privacy policies', '-  Requirements Specification Module- This module supports the requirements for a system', 'Requirement Specification: The system will analysts to edit an existing goal in the system', 'Requirement Specification: The system will allow the project manager to add policies documents repository and assign a domain to each document', 'Requirement Specification: The system will allow analysts to specify requirements', 'Requirement Specification: The system will allow the project manager to edit the domain for the documents such as change the domain name', 'Requirement Definition: The system shall support access control specification using Ponder language', 'Requirement Specification: The system will allow analysts and guest to choose a policy and a goal and then the system will allow analysts and guests to view the total occurrences of that particular goal in the chosen policy', 'Functional Requirements FR-UA 1', 'Requirement Specification: The guest will have the following privileges:', 'This classification is similar to the distinction between strategic goals and tactical goals in requirements engineering [2] and [3]', 'Requirement Definition: The system shall provide the ability to add a requirement', 'Requirement Definition: The system shall provide the ability to lock and unlock the keyword definition by either the project manager or the first person who created the definition in the repository', 'The requirement will include the following:', 'Low priority requirements are desirable but not necessary', 'Requirement Specification: The system shall allow analysts to specify hierarchies to organize data and its types', 'The identification of high-level goals is fundamental to requirements analysis specification process', 'Requirement Specification: The system shall allow project managers to delegate their responsibilities to analysts for a specific time frame', 'Requirement Definition: The system shall provide the ability to delete a goal', 'Requirement Specification: The system will allow project managers to create a new domain for the documents and assign existing documents to that particular domain', 'Requirement Definition: The system shall provide the ability to display document names and links to the actual document text within a specific domain in an alphabetical order', 'They also provide rationale for requirements and help detect conflicts', 'High priority requirements are critical and must be satisfied', 'Requirement Definition: The system shall support role delegation', 'Requirement Specification: The system shall allow analysts to edit/modify a scenario within a project', 'Requirement Definition: The system shall provide the ability to add a scenario to the system', 'Requirement Definition: The system shall support deriving access control elements', 'Requirement Specification: The system shall allow analysts to specify roles', 'Requirement Definition: The system shall support the representation of organizational boundaries', 'Requirement Definition: The system shall allow users to securely log onto the system', 'Requirement Definition: The system shall allow the analysts to request a new classification type of goals and also allow the project manager to create that classification type', 'Requirement Specification: The s ystem will provide users a way to extract goalsinformation which is the information pertaining to the usage of a data-item from a P3P privacy policy according to the P3P standard', 'Requirement Definition: The system shall provide a demo version of the tool', 'Requirement Specification: The system shall allow analysts to associate privacy preferences with objects', 'Requirement Specification: The system will allow the project manager to add a new classification type of goals', 'This section defines the functional requirements that support RACAF', 'Goals are important in the requirements engineering process because they bring completeness and ease of readability to the requirements', 'Requirement Definition: The system shall allow analysts to add new objects (names, types and other attributes)', 'Requirement Specification: The elements of the section will include: specification, rationale, a drop down box with options such as yes, no or partial', 'Requirement Specification: The system shall allow analysts to add a scenario to the system', 'Requirement Specification: The system will provide users an unambiguous way to evaluate the information extracted from the privacy policy against the information extracted from the user’s privacy preferences', 'Requirement Definition: The system shall allow project managers to add analysis documents and assign a domain to each document', 'Requirement Definition: The system shall provide the ability to automatically propagate associated policy information upon deletion or replacement of a goal', 'Requirement Definition: The system shall allow graphical view of data structures', 'Requirement Specification: The system will allow analysts to choose multiple subject classifications for each goal', 'Requirement Definition: The system shall allow secure storage of passwords in the database', 'Requirement Specification: The system will analysts to delete an existing goal from the repository', 'Requirement Definition: The system shall allow project managers to delete the domain for the documents', 'Requirement Definition: The system shall support automatic multi-user analysis results comparison upon the project manager’s request', 'Requirement Definition: The system shall allow project managers to create a new domain and assign existing documents to this domain', 'Requirement Specification: The system will allow analysts and guest to view policies in the system in an alphabetical order', 'Requirement Definition: The system shall provide a way to extract goals data-usage information from a P3P privacy policy according to the P3P standard', 'Requirement Definition: The system shall provide the ability to delete a scenario from a project without deleting it from the system', 'But this summer the focus is on implementing the database and high and medium priority requirements for SPRAT and also implement RACAF', 'Requirement Definition: The system shall support analysis of a specific type of data flow within or across the boundary of an organization, given a set of access control policies', 'Requirement Definition: The system shall provide the ability to specify requirements', 'Requirement Specification: The system shall allow analysts to view scenario elements on the left hand of the screen and edit access control rules on the right hand of the screen', 'Medium priority requirements are important and desirable, but will not cause the system to fail if not satisfied', 'Requirement Specification: The system will allow analysts to edit requirements', 'Requirement Specification: The system will allow analysts and guests to choose a policy and then the system will allow analysts and guests to view the the number of different goals that occur in that policy', 'Requirement Specification: The system shall allow analysts to specify business and organizational structures', 'Requirement Definition: The system shall allow project managers to edit the domain for the documents', 'Requirement Specification: The system will provide a trial version of the tool allowing people to enter about 30 objects and try our system', 'Requirement Definition: The system shall allow analysts to classify goals', 'Requirement Specification: The system will allow analysts and guests to choose a goal and the system will then allow analysts and guests to view the context of the goal, which is the actual statement from the policy in which the goal originally appeared', 'This section contains requirements that calculate the Flesch Readability Index of policy documents', 'Requirement Definition: The system shall allow analysts and guests to search goals according to analyst chosen attributes', 'Requirement Specification: The system shall allow analysts to specify access control elements', 'Requirement Specification: The system will provide a way to display the definition of the goal keywords in the SPRAT for convenient access', 'RACAF: Requirements-level Access Control Analysis Framework Module']",False,NOUN,NOUN,True,1,1,11,12,0.9166666666666666,0.8695652173913043,0.9172717332839966,0.17564100253830142,0.17564100253830142,0.017877930775284767,True
