freely,FALSE
easily,FALSE
manually,FALSE
quickly,FALSE
automatically,FALSE
regularly,FALSE
continuously,FALSE
constantly,FALSE
later,FALSE
immediately,FALSE
rapidly,FALSE
download,TRUE
keep,TRUE
directly,FALSE
separately,FALSE
permanently,FALSE
online,FALSE
instantly,FALSE
individually,FALSE
update,TRUE
expand,TRUE
restore,FALSE
instal,FALSE
improve,FALSE
upgrade,FALSE
replace,TRUE
add,TRUE
maintain,FALSE
use,TRUE
name,FALSE
directory,FALSE
file,TRUE
password,FALSE
index,FALSE
address,TRUE
key,FALSE
database,FALSE
ID,FALSE
header,FALSE
title,TRUE
location,TRUE
number,TRUE
folder,FALSE
document,TRUE
bank,FALSE
copyright,FALSE
port,FALSE
destination,FALSE
user,TRUE
time,TRUE
geographic,FALSE
geographical,FALSE
state,TRUE
date,FALSE
local,FALSE
#,FALSE
type,TRUE
size,TRUE
format,TRUE
name,TRUE
system,TRUE
version,TRUE
rank,FALSE
designation,FALSE
space,TRUE
status,FALSE
object,TRUE
email,FALSE
datum,TRUE
domain,TRUE
device,TRUE
class,FALSE
action,TRUE
activation,FALSE
activity,TRUE
active,FALSE
event,FALSE
action,FALSE
information,TRUE
alert,FALSE
incident,FALSE
electronic,FALSE
input,TRUE
instruction,FALSE
attack,FALSE
audit,TRUE
error,TRUE
record,TRUE
report,TRUE
statement,FALSE
log,FALSE
#,FALSE
account,FALSE
#,FALSE
register,FALSE
record,FALSE
result,TRUE
summary,FALSE
list,TRUE
collection,FALSE
sequence,FALSE
set,TRUE
series,TRUE
trail,FALSE
review,FALSE
chain,FALSE
string,FALSE
compilation,FALSE
action,TRUE
decision,FALSE
step,FALSE
measure,FALSE
measurement,FALSE
statement,FALSE
note,FALSE
care,FALSE
activity,TRUE
change,TRUE
risk,FALSE
reading,FALSE
take,TRUE
perform,TRUE
do,TRUE
undertake,FALSE
make,TRUE
initiate,FALSE
execute,TRUE
conduct,FALSE
require,TRUE
take,TRUE
direct,TRUE
give,TRUE
implement,TRUE
organization,TRUE
company,TRUE
agency,FALSE
employee,FALSE
customer,TRUE
individual,TRUE
person,TRUE
government,FALSE
owner,FALSE
client,TRUE
program,TRUE
employee,FALSE
software,TRUE
computer,TRUE
process,TRUE
application,TRUE
project,TRUE
app,FALSE
',FALSE
range,TRUE
run,TRUE
change,TRUE
output,FALSE
jump,FALSE
change,TRUE
read,TRUE
print,FALSE
text,TRUE
transform,FALSE
proceed,FALSE
go,TRUE
convert,FALSE
make,TRUE
make,TRUE
make,TRUE
make,TRUE
make,TRUE
make,TRUE
make,TRUE
the,FALSE
all,FALSE
for,FALSE
with,FALSE
new,FALSE
consider,TRUE
general,FALSE
new,FALSE
content,TRUE
specific,FALSE
certain,FALSE
user,TRUE
personal,FALSE
profile,TRUE
profile,TRUE
preference,FALSE
satisfaction,FALSE
involvement,FALSE
identity,FALSE
behavior,TRUE
characteristic,TRUE
concern,FALSE
participation,FALSE
view,TRUE
presence,FALSE
interest,FALSE
feature,TRUE
need,TRUE
multiple,FALSE
particular,FALSE
exist,TRUE
different,FALSE
appropriate,FALSE
feature,TRUE
custom,FALSE
source,TRUE
product,TRUE
interface,TRUE
account,FALSE
specification,FALSE
plan,TRUE
report,TRUE
model,TRUE
attribute,FALSE
non,FALSE
pre,FALSE
vendor,FALSE
self,FALSE
industry,FALSE
otherwise,FALSE
sub,FALSE
post,FALSE
author,FALSE
site,TRUE
purpose,TRUE
center,FALSE
relate,TRUE
friendly,FALSE
orient,FALSE
base,TRUE
interface,TRUE
define,TRUE
generate,TRUE
focus,TRUE
level,TRUE
drive,TRUE
interaction,TRUE
create,TRUE
parameter,FALSE
tool,TRUE
category,FALSE
setting,FALSE
criterion,FALSE
domain,TRUE
function,TRUE
useful,FALSE
suitable,FALSE
necessary,FALSE
available,FALSE
sufficient,FALSE
need,TRUE
intend,TRUE
design,TRUE
inadequate,FALSE
insufficient,FALSE
adequate,FALSE
responsible,FALSE
create,TRUE
develop,TRUE
edit,FALSE
select,FALSE
alter,FALSE
change,TRUE
read,TRUE
adjust,TRUE
enhance,FALSE
add,TRUE
acquire,FALSE
generate,TRUE
view,TRUE
learn,TRUE
design,TRUE
share,TRUE
manage,TRUE
identify,TRUE
distribute,TRUE
describe,TRUE
promote,FALSE
organize,FALSE
display,TRUE
analyze,FALSE
application,TRUE
service,TRUE
functionality,TRUE
task,TRUE
website,TRUE
product,FALSE
device,TRUE
assumption,FALSE
distinction,FALSE
recommendation,FALSE
choice,FALSE
decision,FALSE
assumption,FALSE
choice,FALSE
determination,FALSE
difference,FALSE
adjustment,FALSE
definition,FALSE
recommendation,FALSE
modification,FALSE
visible,FALSE
relevant,FALSE
present,FALSE
consider,TRUE
specify,TRUE
present,TRUE
offer,TRUE
display,TRUE
produce,TRUE
less,FALSE
equally,FALSE
highly,FALSE
particularly,FALSE
deem,FALSE
sufficiently,FALSE
also,FALSE
manager,FALSE
x,FALSE
v,FALSE
c,FALSE
management,FALSE
control,FALSE
b,FALSE
support,TRUE
#,FALSE
r,FALSE
environment,TRUE
experience,TRUE
module,TRUE
tool,TRUE
model,TRUE
code,TRUE
guide,FALSE
base,TRUE
service,TRUE
people,TRUE
person,TRUE
individual,TRUE
patient,FALSE
anyone,FALSE
client,TRUE
someone,FALSE
customer,FALSE
child,TRUE
personnel,FALSE
skill,FALSE
requirement,TRUE
equipment,FALSE
ability,FALSE
expertise,FALSE
knowledge,TRUE
capability,TRUE
circumstance,FALSE
training,FALSE
disability,FALSE
system,TRUE
technology,TRUE
app,FALSE
technology,TRUE
hardware,TRUE
program,TRUE
unavailable,FALSE
support,TRUE
develop,TRUE
employ,FALSE
apply,TRUE
helpful,FALSE
technical,FALSE
safety,FALSE
design,TRUE
development,TRUE
professional,FALSE
management,TRUE
license,FALSE
operate,TRUE
functional,FALSE
usage,TRUE
programming,FALSE
#,FALSE
algorithm,FALSE
engine,FALSE
game,FALSE
solution,FALSE
test,FALSE
work,TRUE
operate,TRUE
function,TRUE
perform,TRUE
stay,FALSE
remain,FALSE
continue,TRUE
play,FALSE
survive,FALSE
manage,TRUE
keep,TRUE
succeed,FALSE
mode,TRUE
situation,FALSE
way,TRUE
set,TRUE
manner,FALSE
configuration,FALSE
context,TRUE
operation,TRUE
capacity,TRUE
one,FALSE
driver,FALSE
include,TRUE
involve,TRUE
describe,TRUE
include,TRUE
mean,TRUE
comprise,FALSE
represent,TRUE
define,TRUE
encompasse,FALSE
include,TRUE
require,TRUE
consider,TRUE
command,FALSE
order,TRUE
policy,FALSE
request,TRUE
comment,FALSE
act,TRUE
trigger,FALSE
control,TRUE
manage,TRUE
user,FALSE
administrator,TRUE
manager,FALSE
administrator,FALSE
agent,TRUE
operator,FALSE
developer,FALSE
system,FALSE
agent,TRUE
member,FALSE
program,FALSE
event,FALSE
process,TRUE
operation,TRUE
adopt,FALSE
release,FALSE
administer,FALSE
choose,TRUE
render,FALSE
administrator,TRUE
os,FALSE
AI,FALSE
kernel,FALSE
consequence,FALSE
matter,FALSE
part,TRUE
subset,FALSE
measure,TRUE
percentage,FALSE
control,TRUE
combination,TRUE
selection,FALSE
select,TRUE
monitor,TRUE
installation,FALSE
intervention,FALSE
failure,FALSE
say,TRUE
likely,FALSE
liable,FALSE
expect,TRUE
know,TRUE
declare,FALSE
guarantee,FALSE
