rate,TRUE
degree,TRUE
amount,TRUE
speed,TRUE
direction,TRUE
probability,TRUE
magnitude,TRUE
number,TRUE
coefficient,TRUE
effect,TRUE
result,TRUE
efficiency,FALSE
force,TRUE
frequency,TRUE
amplitude,FALSE
every,FALSE
one,FALSE
playable,FALSE
solo,FALSE
free,FALSE
possible,FALSE
per,FALSE
complete,FALSE
block,TRUE
member,TRUE
segment,TRUE
number,TRUE
#,FALSE
unit,TRUE
title,TRUE
#,FALSE
cell,TRUE
seat,FALSE
name,TRUE
size,TRUE
order,TRUE
station,FALSE
gate,FALSE
excess,FALSE
front,TRUE
bracket,FALSE
order,TRUE
total,TRUE
space,TRUE
group,TRUE
favor,FALSE
set,TRUE
India,FALSE
place,TRUE
term,TRUE
zone,FALSE
game,TRUE
player,TRUE
match,TRUE
season,TRUE
remain,TRUE
team,TRUE
available,FALSE
player,TRUE
official,FALSE
new,FALSE
league,TRUE
character,TRUE
card,TRUE
piece,TRUE
point,TRUE
option,TRUE
character,TRUE
enemy,FALSE
world,TRUE
item,TRUE
part,TRUE
action,TRUE
level,TRUE
ship,FALSE
basis,TRUE
know,TRUE
show,TRUE
record,TRUE
unknown,FALSE
club,TRUE
tournament,FALSE
team,TRUE
follow,FALSE
league,FALSE
squad,TRUE
mode,TRUE
system,TRUE
list,TRUE
engine,TRUE
statistic,TRUE
#,FALSE
#,FALSE
series,TRUE
roster,FALSE
content,TRUE
version,TRUE
chart,TRUE
map,TRUE
compose,TRUE
make,TRUE
sum,TRUE
consist,TRUE
consist,TRUE
consist,TRUE
well,FALSE
set,TRUE
consist,TRUE
part,TRUE
table,TRUE
average,FALSE
individual,FALSE
different,FALSE
game,TRUE
point,TRUE
statistical,FALSE
cumulative,FALSE
separate,FALSE
main,FALSE
unique,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
',FALSE
see,TRUE
figure,FALSE
figure,TRUE
page,TRUE
paragraph,TRUE
table,TRUE
section,TRUE
image,TRUE
Map,FALSE
§,TRUE
diagram,TRUE
line,TRUE
article,TRUE
none,FALSE
source,FALSE
final,FALSE
result,TRUE
form,TRUE
representative,FALSE
reminiscent,FALSE
full,FALSE
write,TRUE
short,FALSE
long,FALSE
text,TRUE
print,TRUE
simple,FALSE
english,FALSE
original,FALSE
latin,FALSE
track,TRUE
song,TRUE
word,TRUE
section,TRUE
track,TRUE
line,TRUE
article,TRUE
follow,TRUE
sit,TRUE
deep,FALSE
break,TRUE
bear,TRUE
look,TRUE
shot,FALSE
but,FALSE
come,TRUE
one,FALSE
get,TRUE
and,FALSE
go,TRUE
somewhere,FALSE
not,FALSE
even,FALSE
pause,FALSE
leave,FALSE
right,TRUE
name,TRUE
contain,TRUE
contain,TRUE
feature,TRUE
display,TRUE
include,TRUE
show,TRUE
feature,TRUE
include,TRUE
show,TRUE
display,TRUE
contain,TRUE
depict,TRUE
#,FALSE
usual,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
wrong,FALSE
correct,FALSE
#,FALSE
message,TRUE
slogan,FALSE
inscription,TRUE
quote,TRUE
advertisement,FALSE
phrase,TRUE
poster,FALSE
illustration,FALSE
note,TRUE
clue,TRUE
sign,TRUE
item,TRUE
logo,TRUE
ok,FALSE
know,TRUE
idiot,FALSE
go,TRUE
go,TRUE
win,TRUE
well,FALSE
bastard,FALSE
bet,TRUE
bitch,FALSE
asshole,FALSE
letter,TRUE
photograph,FALSE
