the,FALSE
total,FALSE
all,FALSE
total,FALSE
National,FALSE
new,FALSE
military,FALSE
state,TRUE
government,TRUE
federal,FALSE
general,FALSE
new,FALSE
capital,TRUE
additional,FALSE
financial,FALSE
net,FALSE
exist,TRUE
cash,TRUE
personal,FALSE
#,FALSE
level,TRUE
version,TRUE
player,TRUE
rule,TRUE
section,TRUE
mode,FALSE
chapter,TRUE
class,TRUE
stage,TRUE
application,TRUE
license,TRUE
system,TRUE
request,TRUE
find,TRUE
identify,TRUE
select,TRUE
choose,TRUE
create,TRUE
apply,TRUE
assign,TRUE
name,TRUE
register,TRUE
obtain,TRUE
locate,TRUE
pick,TRUE
acquire,TRUE
approve,TRUE
give,TRUE
grant,TRUE
get,TRUE
provide,TRUE
extend,TRUE
issue,TRUE
offer,TRUE
receive,TRUE
add,TRUE
gain,TRUE
award,TRUE
item,TRUE
task,TRUE
name,TRUE
level,TRUE
member,TRUE
character,TRUE
people,TRUE
unit,TRUE
point,TRUE
assignment,TRUE
information,TRUE
class,TRUE
child,TRUE
job,TRUE
level,TRUE
character,TRUE
game,TRUE
project,TRUE
user,TRUE
one,FALSE
person,TRUE
application,TRUE
class,TRUE
website,TRUE
this,FALSE
a,FALSE
another,FALSE
each,FALSE
their,FALSE
first,FALSE
my,FALSE
that,FALSE
one,FALSE
these,FALSE
his,FALSE
#,FALSE
#,FALSE
mode,TRUE
#,FALSE
control,TRUE
time,TRUE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
change,TRUE
#,FALSE
#,FALSE
#,FALSE
use,TRUE
change,TRUE
end,TRUE
check,TRUE
delete,FALSE
must,FALSE
can,FALSE
may,FALSE
request,TRUE
could,FALSE
file,TRUE
would,FALSE
need,TRUE
#,FALSE
file,TRUE
to,FALSE
he,FALSE
they,FALSE
in,FALSE
when,FALSE
for,FALSE
by,FALSE
some,FALSE
People,FALSE
give,TRUE
give,TRUE
whose,FALSE
#,FALSE
#,FALSE
#,FALSE
modify,TRUE
like,TRUE
grant,TRUE
need,TRUE
require,TRUE
use,TRUE
require,TRUE
we,FALSE
far,FALSE
#,FALSE
manager,TRUE
administrator,TRUE
organization,TRUE
professional,TRUE
company,TRUE
department,TRUE
provider,TRUE
system,TRUE
#,FALSE
vendor,FALSE
#,FALSE
#,FALSE
developer,TRUE
service,TRUE
define,TRUE
specify,TRUE
take,TRUE
type,TRUE
kind,TRUE
form,TRUE
set,TRUE
category,TRUE
version,TRUE
degree,TRUE
layer,FALSE
definition,TRUE
pattern,TRUE
method,TRUE
type,TRUE
tool,TRUE
software,TRUE
datum,TRUE
object,TRUE
program,TRUE
solution,TRUE
rule,TRUE
application,TRUE
database,TRUE
allow,TRUE
enable,TRUE
it,FALSE
permit,TRUE
allow,TRUE
help,TRUE
order,TRUE
ask,TRUE
allow,TRUE
let,TRUE
user,TRUE
employee,TRUE
other,TRUE
client,TRUE
customer,TRUE
someone,FALSE
organisation,TRUE
business,TRUE
keep,TRUE
retain,TRUE
make,TRUE
maintain,TRUE
manage,TRUE
become,TRUE
enjoy,FALSE
handle,TRUE
remain,TRUE
subset,FALSE
portion,FALSE
part,TRUE
number,TRUE
majority,FALSE
set,TRUE
list,TRUE
lot,FALSE
variety,FALSE
summary,FALSE
percentage,FALSE
share,TRUE
collection,TRUE
version,TRUE
work,TRUE
domain,TRUE
system,TRUE
job,TRUE
business,TRUE
service,TRUE
knowledge,TRUE
product,TRUE
every,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
#,FALSE
occur,TRUE
start,TRUE
arise,TRUE
happen,TRUE
come,TRUE
begin,TRUE
purchase,TRUE
create,TRUE
buy,TRUE
get,TRUE
acquire,TRUE
find,TRUE
identify,TRUE
develop,TRUE
receive,TRUE
introduce,TRUE
order,TRUE
build,TRUE
want,TRUE
program,TRUE
device,TRUE
installation,FALSE
machine,TRUE
write,TRUE
write,TRUE
create,TRUE
provide,TRUE
send,TRUE
send,TRUE
write,TRUE
use,TRUE
command,TRUE
text,TRUE
instruction,FALSE
number,TRUE
code,TRUE
letter,TRUE
word,TRUE
statement,TRUE
sentence,FALSE
table,TRUE
form,TRUE
script,FALSE
chart,FALSE
edit,TRUE
display,TRUE
search,TRUE
message,TRUE
command,TRUE
animation,FALSE
thing,TRUE
activity,TRUE
everything,FALSE
action,TRUE
something,FALSE
task,TRUE
event,TRUE
procedure,TRUE
anything,FALSE
remove,TRUE
do,TRUE
user,TRUE
please,FALSE
player,TRUE
volunteer,FALSE
also,FALSE
group,TRUE
we,FALSE
member,TRUE
issue,TRUE
note,TRUE
offer,TRUE
release,TRUE
send,TRUE
publish,TRUE
call,TRUE
contain,TRUE
issue,TRUE
message,TRUE
mail,TRUE
email,TRUE
email,TRUE
sms,FALSE
package,TRUE
report,TRUE
app,TRUE
able,FALSE
free,FALSE
require,TRUE
allow,TRUE
